cont,diss,home,eng,corr,ASM,class
1597.1482538319738,29.777429862882254,0.042275771471501855,0.008287063959066955,0.6701432370757009,6.867542906166649e-05,bata
2187.4138279336385,34.56617257139972,0.03754172621223089,0.007832564041653192,0.564717960952308,6.134905946659858e-05,bata
1972.7136183429711,32.425847832125456,0.04137930022947737,0.008753904734594822,0.609603837659626,7.663084810236164e-05,bata
1540.1043660513624,27.813363298906594,0.0478125442608587,0.01037686677908006,0.6253303001770238,0.00010767936415077535,bata
1847.3842579732836,31.851872427463956,0.039280090701855966,0.008579735259542054,0.5479709138987204,7.361185712382916e-05,bata
1379.560591904245,27.39024267063963,0.04592659734429411,0.008896785082562534,0.7054371189855839,7.915278480530723e-05,bata
1165.9442943360018,24.712961793894095,0.0494621640662532,0.010042650609524927,0.6491760720644987,0.00010085483126499138,bata
1682.9108860887354,29.37380369182597,0.043193311956554334,0.009762867650163048,0.47822775834815423,9.531358475460016e-05,bata
1808.4521350470945,31.5167546274084,0.03920794287169394,0.009399131123908418,0.39080409498259633,8.834366588442393e-05,bata
1774.5326885684703,30.76833918335396,0.03865051521727028,0.009841159847419467,0.35667924819970553,9.684842714246112e-05,bata
1899.6564480694933,32.200020201510064,0.038121423629729714,0.008828866678644926,0.4847610862981913,7.794888682928668e-05,bata
1412.657306633671,28.022878210146207,0.04266703315040682,0.010057418206633634,0.45894997851830904,0.00010115166098312572,bata
989.5539759096993,22.68172520895937,0.05697880055812855,0.010037379143273835,0.7162518817505277,0.00010074898006582857,bata
1179.2445645311986,25.103810509835615,0.04763886586984855,0.010036553241145352,0.6220563320323205,0.00010073240096234527,bata
1178.2671902224693,25.084593823388296,0.04710382160257583,0.01059517566364431,0.5363797972647283,0.00011225774734348063,bata
1889.5402388828566,32.29481578748012,0.03744194462470028,0.009111261068540278,0.4475897555372774,8.301507825909775e-05,bata
1739.4737506628621,31.22188833615313,0.03847181768925972,0.00936635707791321,0.4550583834861867,8.772864491097487e-05,bata
1429.8040958561653,29.086841241382793,0.0383172673580672,0.008684979165192046,0.5672801913620196,7.542886309981994e-05,bata
676.2186308426556,18.65291280523219,0.06627680444362515,0.010894923896227187,0.8388309792526855,0.00011869936670458218,bata
1057.889927022045,22.988889169465416,0.05532687892954548,0.010674710935505797,0.7547271581134348,0.00011394945355660703,bata
1400.6770536097574,27.12598166712962,0.046870359626523694,0.009725272022529862,0.6333698174686986,9.458091591220207e-05,bata
1397.4679679806068,27.314032473927426,0.04568783162643444,0.009856423428787602,0.5833815047678859,9.714908280755316e-05,bata
1792.982146915482,31.698037928335143,0.037958461246410155,0.008349787787385803,0.551879400581472,6.971895609437712e-05,bata
1382.2079240423222,27.652988560894926,0.04461246580508319,0.008297387551996303,0.7706859462098132,6.884664018802321e-05,bata
332.659453044115,13.090553268856848,0.10787416666273829,0.020433716022910213,0.579774277560369,0.00041753675050493764,kayu
309.76962702962044,12.849599757581878,0.10259721463031418,0.020848625762999673,0.47013269540028474,0.0004346651962056137,kayu
422.78624277164715,15.649352289083609,0.07646760773112257,0.017696790537833705,0.3431928842374866,0.0003131763953399606,kayu
507.22113077952577,16.56508674023383,0.07903365578641217,0.016335834275302122,0.4397922249819955,0.0002668594814701356,kayu
400.0445948334638,15.56910179035883,0.06979365551377652,0.01665230360646916,0.4506035566297735,0.00027729921540202575,kayu
677.2879472740588,19.497436933410768,0.07191758913907355,0.015174230938789555,0.34622796242556614,0.00023025728458371812,kayu
467.633569859347,15.412464331708795,0.09378288351489797,0.017410677483413795,0.5382534824842432,0.0003031316904314521,kayu
485.26607913941564,15.950001262594379,0.08633475764598932,0.01829727100391489,0.36806498956065825,0.0003347901261907046,kayu
540.0355546577107,17.277139466175097,0.0720019892999513,0.017167811067789546,0.28243575316612696,0.0002947337368593172,kayu
687.7129112901189,19.48827049821974,0.07658743899818395,0.015133909387849807,0.3902314655479636,0.00022903521335964854,kayu
618.2354738516703,19.085098861139873,0.06233222500643115,0.014444730843465032,0.44120213506659517,0.00020865024914015,kayu
1202.4170349233607,26.591980000505036,0.052756882856830785,0.011724397287545008,0.33279485201731274,0.00013746149175619275,kayu
546.2996641498953,17.05797833388046,0.08022468551734759,0.01586916898147138,0.4603198141336245,0.00025183052416249334,kayu
631.9080578773264,18.428347768995728,0.07042581947048004,0.016330485700852087,0.32421909229949286,0.00026668476322573445,kayu
712.4769829044722,19.97265220575238,0.061432792052151824,0.01502162608714818,0.26334062179146417,0.0002256492503020908,kayu
1009.4053685512993,23.5390520441403,0.0639574677511163,0.013002920023034515,0.36493145030981805,0.0001690759291254319,kayu
1074.5571828994218,25.212620893411785,0.04924176517131007,0.012660479017936575,0.25668646550001467,0.00016028772896361227,kayu
2453.087295775359,38.97502588318477,0.03383853660175425,0.00866106614013676,0.18721498796040922,7.501406668382349e-05,kayu
402.68836645539255,14.55867276078887,0.09111399735613317,0.017610752211519892,0.4941310775370695,0.00031013859345555277,kayu
404.2222166106917,14.7488194742557,0.08477191534711627,0.01742919964174057,0.5279368497877617,0.0003037770001516496,kayu
490.48119996969774,16.15959192949673,0.08175465281386347,0.017505514774588466,0.4130761209331636,0.00030644304752333503,kayu
1099.7877073811267,24.808691699704553,0.058874034365034224,0.012620715566103164,0.307883085244812,0.00015928246140047868,kayu
1000.9773743087296,24.051589606323077,0.0550582556808846,0.013008889222609727,0.31841114197944775,0.0001692311988061315,kayu
2181.1781773187545,36.33461276230398,0.03600259154670743,0.008864024031940847,0.2757588240984849,7.857092203882486e-05,kayu
