cont,diss,home,eng,corr,ASM,class
750.9243969849247,20.260125628140706,0.06034935450279484,0.00940883486843484,0.8446112907101053,8.852617358147523e-05,bata
1210.5640452261305,25.64027638190955,0.049403688683478976,0.008618584892858876,0.758295509297168,7.428000555541525e-05,bata
1186.9075628140704,25.21575376884423,0.05292233083630303,0.009526755572628734,0.7651967195938321,9.075907174061263e-05,bata
910.5276884422112,21.44030150753769,0.061679430911075306,0.011315964798314102,0.7792305373227334,0.0001280510593166839,bata
1055.2713567839196,24.06984924623116,0.051919903436138254,0.00945980733681321,0.7417018657966078,8.948795484962503e-05,bata
768.3448743718593,20.408341708542714,0.06197381801350038,0.00988469162937638,0.8365440520156268,9.770712860786347e-05,bata
483.2087185929649,16.04791457286432,0.07444813661204802,0.011853838919688033,0.8550082472726206,0.00014051349713391074,bata
800.9785427135678,20.476432160804023,0.06041666662632618,0.011033369684039515,0.7524430536109263,0.00012173524658468222,bata
958.5020854271357,23.141281407035176,0.05141878161849192,0.010333752696225504,0.6780480584477458,0.00010678644478674788,bata
915.2527638190954,22.447487437185934,0.05359933998839448,0.010820397777131492,0.6687399996928696,0.00011708100805535213,bata
956.7152261306533,22.86713567839196,0.05323749390548558,0.009894745434954097,0.7408248542215856,9.790598722254493e-05,bata
698.3930904522614,19.800376884422114,0.05797056292098612,0.011310970653298048,0.7327987517267389,0.00012793805711976966,bata
501.82138190954777,16.06494974874372,0.07921087322357148,0.011556914976788256,0.8561804098016716,0.00013356228378071268,bata
637.9606783919598,18.365854271356785,0.06721056081130268,0.011351265502327514,0.7956392521396046,0.00012885122850433072,bata
629.5819849246232,18.483693467336686,0.06349612871750325,0.011779271243566786,0.7522213970594329,0.0001387512310295194,bata
952.8529396984924,22.983542713567843,0.05084940094246303,0.010096611040651184,0.7220793246996728,0.00010194155450619937,bata
863.8027135678392,22.092060301507537,0.05309897808348731,0.010398914403542455,0.7298197414615576,0.00010813742077220274,bata
736.4565075376884,20.870075376884422,0.051907800360314435,0.009746250263933151,0.7782133618682051,9.498939420721701e-05,bata
323.0276381909548,13.078241206030151,0.08933928639090746,0.012385902593920405,0.9227970180059617,0.0001534105830660842,bata
618.5605527638191,17.584572864321608,0.07254324418801869,0.011811691139483634,0.8565531109636245,0.00013951604757455618,bata
820.3147487437186,20.740778894472363,0.059644211568258436,0.01071973963574372,0.7855641740236492,0.00011491281785813491,bata
752.2815577889447,20.280452261306536,0.0586714459141413,0.010917786551321779,0.7754719313149251,0.00011919806318022271,bata
870.4346733668342,22.16819095477387,0.052103315952754324,0.009416430448683247,0.7821345508827829,8.866916239488899e-05,bata
723.6964824120603,19.69638190954774,0.06225640455526185,0.009365171337511932,0.8795356024367837,8.770643418095501e-05,bata
331.06701005025127,12.972638190954774,0.11572476327710719,0.0207857823708652,0.5818758486569668,0.0004320487487689704,kayu
310.29866834170855,12.798819095477388,0.10648447702082585,0.021068472196481683,0.4696939560145551,0.0004438805206939217,kayu
428.7620351758794,15.754296482412062,0.07541139092553972,0.01764976570492227,0.33373720328561896,0.0003115142294386504,kayu
516.9035678391961,16.706281407035178,0.08075067839795981,0.01630943598283614,0.42918288976495117,0.00026599770207823026,kayu
402.4325376884422,15.628417085427136,0.07110504629648816,0.016617806295464634,0.4471696545449076,0.000276151486073584,kayu
686.8557286432161,19.514120603015076,0.07266306449309015,0.015209723817133229,0.337109498166393,0.0002313356985934698,kayu
489.1242211055277,15.770100502512564,0.09206239123066659,0.017352989200307978,0.5171736647713162,0.00030112623418600525,kayu
509.6034924623115,16.327562814070355,0.08695612533931325,0.018316513982678705,0.3366492664622215,0.0003354946844776645,kayu
569.9064572864323,17.791834170854276,0.06870728063520033,0.017035036909647944,0.24294894778669263,0.00029019248251306774,kayu
720.0537185929649,19.92663316582914,0.07516355868119769,0.01515210790885092,0.3617037508330932,0.00022958637408146258,kayu
627.8365075376885,19.263391959798998,0.061527641012223626,0.0144439476265951,0.43312220576286803,0.00020862762303982223,kayu
1186.8104020100504,26.33673366834171,0.052659258553980605,0.01175523665213759,0.34194077556524205,0.00013818558874775894,kayu
597.5579145728643,17.81630653266332,0.07921207621268839,0.015789983060836017,0.40980695632891817,0.0002493235650614884,kayu
671.6054773869348,19.010301507537687,0.07078485393245765,0.016263289441872275,0.28186004657993513,0.00026449458347011423,kayu
751.9652763819097,20.59236180904523,0.05939625921742308,0.014931875638312433,0.22254745843357798,0.0002229609100780283,kayu
1063.2229899497488,24.179070351758792,0.06323399982558287,0.012987665399873729,0.33099611720938177,0.0001686794525390772,kayu
1067.3413819095479,25.222437185929646,0.05091806061846488,0.01274871252197275,0.2622293978886896,0.0001625296709679048,kayu
2487.408165829146,39.26298994974874,0.033396590489535555,0.008672146131861496,0.17564328074478647,7.52061185323603e-05,kayu
397.76595477386934,14.502939698492462,0.09349361301685905,0.017650042904907827,0.5007219245490748,0.0003115240145450871,kayu
412.349824120603,14.771231155778896,0.08916246479605543,0.017562805084073298,0.5185386595269749,0.0003084521224211508,kayu
510.5986180904523,16.477814070351762,0.08003730927278097,0.017500572667366213,0.3896436599354299,0.0003062700436857653,kayu
1151.913190954774,25.42861809045226,0.05801079764866154,0.012704639147265287,0.2751101689666276,0.00016140785586222562,kayu
974.7344221105528,23.807135678391962,0.05490516705478814,0.013032561835195033,0.33630892231079834,0.00016984766798818212,kayu
2202.4430402010053,36.614547738693474,0.03631650134787435,0.008930420216445127,0.2686130168943477,7.975240524229182e-05,kayu
